,state,fips,cases,deaths,iso_3166_2_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,percentchangehours,percentchangebusinesses,cases.nyt,deaths.nyt,positive,negative,hospitalizedCurrently,deaths.ctp,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,ST,State.Abbreviation,State.FIPS.Code,State.of.emergency,Date.closed.K.12.schools,Closed.Bars,Religious.Gatherings.Exempt.Without.Clear.Social.Distance.Mandate.,Initially.reopen.restaurants.for.outdoor.dining.only,Reopened.hair.salons.barber.shops,Reopen.non.essential.construction,Reopen.Religious.gatherings,Reopen.non.essential.retail,Reopen.bars,Reopen.Childcare,Face.mask.mandate.enforced.by.fines,Face.mask.mandate.enforced.by.criminal.charge.citation,No.legal.enforcement.of.face.mask.mandate,Lift.Eviction.Moratorium,Prior.to.pandemic..no.state.unemployment.waiting.period..or.date.waiting.period.waived.not.found,Waive.work.search.requirement.for.unemployment.insurance,Expand.eligibility.of.unemployment.insurance.to.anyonewho.is.quarantined.and.or.taking.care.of.someone.who.is.quarantined,Expand.eligibility.to.high.risk.individuals.in.preventative.quarantine,Expand.eligibility.of.unemployment.insurance.to.those.who.have.lost.childcare.school.closures,Extend.the.amount.of.time.an.individual.can.be.on.unemployment.insurance,Weekly.unemployment.insurance.maximum.amount..dollars.,Weekly.unemployment.insurance.maximum.amount.with.extra.stimulus..through.July.21..2020...dollars.,Unemployment.insurance.maximum.duration..weeks.,Unemployment.insurance.maximum.duration.with.Pandemic.Emergency.Unemployment.Compensation.CARES.extension..weeks.,SNAP.Waiver.Emergency.Allotments.to.Current.SNAP.Households,SNAP.Waiver.Pandemic.EBT,SNAP.Waiver.Temporary.Suspension.of.Claims.Collection,X2020.Q1.SNAP.ABAWD.Time.Limit.Waiver,Modify.Medicaid.requirements.with.1135.waivers..date.of.CMS.approval.,Reopened.ACA.enrollment.using.a.special.enrollment.period,State.previously.allowed.audio.only.telehealth,Allow.audio.only.telehealth,Allow.expand.Medicaid.telehealth.coverage,State.had.CHIP.premium.non.payment.lock.out.period.as.of.January.2019,Supend.CHIP.premium.non.payment.lock.outs,Suspended.elective.medical.dental.procedures,Made.Effort.to.Limit.Abortion.Access,Use.of.telemedicine.for.schedule.II.V.prescriptions,Exceptions.to.emergency.oral.prescriptions,Paid.sick.leave,Medicaid.Expansion,Population.density.per.square.miles,Population.2018,Square.Miles,Number.Homeless..2019.,Percent.Unemployed..2018.,Percent.living.under.the.federal.poverty.line..2018.,Percent.at.risk.for.serious.illness.due.to.COVID,All.cause.deaths.2018,Mental.health.professionals.per.100.000.population.in.2019,party,voteshare,z.mask,mask_percent
23,Minnesota,27.0,107.441627,661.2536585365854,[nan 'US-MN'],-18.675977653631286,-0.2346368715083799,98.41899441340782,-35.77653631284916,-30.156424581005588,10.458100558659218,-39.91891891891892,-33.54666666666667,22507.832298136647,842.0372670807453,23564.765432098764,333612.98148148146,322.02097902097904,934.0,393.34567901234567,5615.969135802469,357177.7469135802,357177.7469135802,6009.314814814815,357177.7469135802,10.734567901234568,35.69753086419753,0.0,0.0,0.0,0.0,0.0,MN,MN,27.0,1,1,1,0.0,1.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,0.0,462.0,1062.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,64.54000000000032,5611179.0,86936.0,7977.0,3.399999999999987,9.599999999999964,33.899999999999885,44745.0,250.69999999999925,0,0.44925193104277156,-7.2100000000000195,33.0
24,Mississippi,28.0,117.6842844,546.6390243902439,[nan 'US-MS'],-6.743016759776537,3.1620111731843576,23.217877094972067,-4.128491620111732,-23.60335195530726,7.022346368715084,-34.472972972972975,-30.586666666666666,20509.46794871795,718.5512820512821,20293.993788819876,168528.4585987261,801.5982905982906,770.8378378378378,440.55900621118013,2733.614906832298,184635.4099378882,184635.4099378882,3174.1739130434785,184635.4099378882,12.68944099378882,30.267080745341616,0.0,0.0,0.0,0.0,0.0,MS,MS,28.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,235.0,835.0,26.0,39.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,0.0,61.65999999999989,2986530.0,48432.0,1184.0,7.0999999999999845,19.699999999999925,42.5,32301.0,159.0,1,0.5794103808883584,0.6500000000000025,44.0
25,Missouri,29.0,110.9256946,521.7756097560975,[nan 'US-MO'],-10.418994413407821,3.8603351955307263,69.33519553072625,-13.106145251396647,-24.441340782122904,7.374301675977653,-33.2027027027027,-29.28,17567.79375,649.93125,17359.434782608696,246262.5064102564,756.9022556390977,659.8701298701299,405.40372670807454,4718.006211180124,255974.03726708074,255974.03726708074,5123.409937888198,255974.03726708074,8.29192546583851,0.0,0.0,0.0,0.0,0.0,0.0,MO,MO,29.0,1,1,1,1.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,320.0,920.0,13.0,26.0,1,1,1,0.0,1,1,0.0,1,1,1.0,1.0,1,0.0,1,1,0.0,0.0,87.88999999999976,6126452.0,69707.0,6179.0,4.200000000000014,13.19999999999998,40.5,63117.0,193.6999999999999,1,0.5677234783816194,-4.639999999999988,37.0
26,Montana,30.0,107.4887593,16.570731707317073,[nan 'US-MT'],-6.815642458100559,11.94413407821229,102.52513966480447,2.1731843575418996,-22.122905027932962,5.072625698324022,-32.945945945945944,-23.933333333333334,1166.3831168831168,22.071428571428573,1144.223602484472,58719.24844720497,23.8359375,24.8,34.41614906832298,1206.888198757764,59863.82608695652,59863.472049689444,1241.304347826087,59863.472049689444,0.5031055900621118,1.9813664596273293,0.0,0.0,0.0,0.0,0.0,MT,MT,30.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,552.0,1152.0,28.0,41.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,7.220000000000022,1062305.0,147040.0,1357.0,3.5,13.0,39.0,9992.0,295.3000000000011,0,0.564661918685772,-7.160000000000018,23.0
27,Nebraska,31.0,116.7624435,121.61951219512196,[nan 'US-NE'],-12.128491620111731,3.3798882681564244,96.1731843575419,-1.2737430167597765,-24.251396648044693,8.156424581005586,-23.54054054054054,-20.426666666666666,10703.089385474861,143.25698324022346,11742.98773006135,96073.06134969325,137.10666666666665,168.59060402684563,181.96319018404907,1745.6871165644172,107817.7055214724,107816.04907975461,1927.6503067484662,107816.04907975461,2.208588957055215,11.533742331288343,0.0,0.0,0.0,0.0,0.0,NE,NE,31.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,440.0,1040.0,26.0,39.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,1.0,24.93999999999996,1929268.0,77348.0,2365.0,3.5,11.0,36.600000000000136,16904.0,254.69999999999922,1,0.5874735112712565,-3.8400000000000043,34.0
28,Nevada,32.0,115.3402645,294.70243902439023,[nan 'US-NV'],-21.849162011173185,-3.888268156424581,-17.502793296089386,-34.50837988826816,-34.76536312849162,11.016759776536313,-49.63513513513514,-40.28,14850.753086419752,374.44444444444446,15070.19018404908,160320.34969325154,658.4466019417475,389.0920245398773,366.55214723926383,2935.2208588957055,175391.54601226994,175390.53987730062,3301.7730061349694,175390.53987730062,6.411042944785276,0.0,0.0,0.0,0.0,0.0,0.0,NV,NV,32.0,1,1,1,0.0,0.0,1,1,1,1,1,1,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,469.0,1069.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,1.0,1.0,1,0.0,1,1,1.0,1.0,27.439999999999923,3034392.0,110572.0,7169.0,5.600000000000004,12.900000000000048,36.10000000000013,24715.0,211.59999999999917,0,0.4550069531760243,1.120000000000003,45.0
29,New Hampshire,33.0,73.22894836,162.390243902439,[nan 'US-NH'],-12.59217877094972,-1.1229050279329609,107.6927374301676,-19.0,-28.592178770949722,10.100558659217876,-49.08108108108108,-36.81333333333333,3556.3151515151517,202.25454545454545,3584.5975609756097,66087.10975609756,63.54471544715447,232.04861111111111,42.1890243902439,1065.1524390243903,69939.74390243902,69671.70731707317,1107.341463414634,69671.70731707317,2.573170731707317,4.298780487804878,0.0,0.0,0.0,0.0,0.0,NH,NH,33.0,1,1,1,0.0,1.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1.0,0.0,427.0,1027.0,26.0,39.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,145.09000000000012,1356458.0,9349.0,1396.0,3.6000000000000134,7.599999999999978,40.5,12774.0,307.30000000000115,1,0.4645866698195352,1.4700000000000033,46.0
30,New Jersey,34.0,111.9907064,7885.048780487805,[nan 'US-NJ'],-30.69832402234637,-6.145251396648045,68.75977653631286,-42.8268156424581,-35.8268156424581,14.22905027932961,-46.770270270270274,-36.57333333333333,120957.47239263804,9142.938650306749,121524.89570552147,744733.125,2861.7535211267605,10364.350318471337,1148.239263803681,13758.754601226994,852599.0797546012,852551.2760736196,14906.993865030674,852551.2760736196,97.56441717791411,135.95705521472394,0.0,0.0,0.0,0.0,0.0,NJ,NJ,34.0,1,1,1,0.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,713.0,1313.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,1.0,1.0,1,0.0,1,1,1.0,1.0,1021.2699999999969,8908520.0,8723.0,8862.0,4.899999999999984,9.5,34.600000000000115,75765.0,220.69999999999956,0,0.4135038665002936,12.280000000000019,56.0
31,New Mexico,35.0,99.70711048,237.0829268292683,[nan 'US-NM'],-17.067039106145252,2.106145251396648,18.385474860335197,-12.703910614525139,-28.268156424581004,9.513966480446927,-42.24324324324324,-32.64,8440.871794871795,311.95512820512823,8130.938271604939,209604.3950617284,144.82142857142858,340.3916083916084,141.89506172839506,3873.382716049383,217735.33333333334,217735.33333333334,4015.277777777778,217735.33333333334,4.302469135802469,18.074074074074073,0.0,0.0,0.0,0.0,0.0,NM,NM,35.0,1,1,1,1.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,511.0,1111.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,17.230000000000015,2095428.0,121590.0,3241.0,6.099999999999996,19.5,39.39999999999985,19007.0,388.8000000000015,0,0.400425143332427,-2.1100000000000096,39.0
32,New York,36.0,58.11709959,18239.756097560974,[nan 'US-NY'],-33.564245810055866,-6.988826815642458,26.743016759776538,-46.06145251396648,-36.452513966480446,13.513966480446927,-54.83783783783784,-46.18666666666667,286185.1385542169,21819.897590361445,288511.85975609755,2118055.951219512,5470.112582781457,18844.875816993463,2586.3475609756097,39497.689024390245,2406570.9817073173,2406567.81097561,42084.03658536585,2406567.81097561,153.85365853658536,548.75,0.0,0.0,0.0,0.0,0.0,NY,NY,36.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,504.0,1104.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,358.21000000000004,19542209.0,54555.0,92091.0,5.0,13.599999999999948,36.899999999999864,157183.0,291.099999999999,0,0.3239060230574307,14.739999999999934,53.0
33,North Carolina,37.0,100.6433519,677.9365853658536,[nan 'US-NC'],-15.76536312849162,-0.3854748603351955,41.53072625698324,-25.039106145251395,-27.491620111731844,8.754189944134078,-41.472972972972975,-31.453333333333333,41253.365853658535,843.1829268292682,42017.993902439026,580549.1282051282,721.951048951049,905.9736842105264,866.8841463414634,10580.682926829268,594249.493902439,594247.6524390244,11447.567073170732,594247.6524390244,14.103658536585366,0.0,0.0,0.0,0.0,0.0,0.0,NC,NC,37.0,1,1,1,1.0,0.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,350.0,950.0,12.0,25.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,0.0,192.9399999999999,10383620.0,53819.0,9314.0,5.0,14.0,39.0,93885.0,243.5999999999991,0,0.49828094696180264,-5.929999999999992,37.0
34,North Dakota,38.0,143.3382878,39.360975609756096,[nan 'US-ND'],-11.296089385474861,0.9217877094972067,94.63313609467455,-8.8268156424581,-20.564245810055866,6.854748603351955,-30.324324324324323,-18.973333333333333,2639.980769230769,54.17307692307692,2606.2919254658386,66145.48447204969,32.06060606060606,47.10322580645161,51.68944099378882,1045.223602484472,68752.09937888199,68751.77639751552,1096.9130434782608,68751.77639751552,0.6521739130434783,2.8260869565217392,0.0,0.0,0.0,0.0,0.0,ND,ND,38.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,618.0,1218.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,10.75,760077.0,70698.0,557.0,2.800000000000002,10.700000000000017,34.600000000000115,6445.0,188.40000000000072,1,0.6295562783133909,-2.410000000000011,34.0
35,Ohio,39.0,95.77854828,1385.2146341463415,[nan 'US-OH'],-14.53072625698324,-0.24581005586592178,110.98882681564245,-10.05586592178771,-27.782122905027933,8.681564245810057,-41.17567567567568,-33.86666666666667,37421.40506329114,1796.9493670886077,36926.656441717794,483085.490797546,853.4761904761905,1943.8918918918919,653.7239263803681,10262.852760736196,520019.13496932515,520012.1472392638,10916.576687116565,520012.1472392638,23.21472392638037,74.40490797546012,0.0,0.0,0.0,0.0,0.0,OH,OH,39.0,1,1,1,1.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,480.0,1080.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,1.0,260.769999999999,11689442.0,44826.0,10345.0,4.899999999999984,13.900000000000054,39.80000000000013,124264.0,245.0999999999991,1,0.5168765067578636,-10.56999999999999,33.0
36,Oklahoma,40.0,122.6894899,219.88292682926829,[nan 'US-OK'],-7.93854748603352,4.910614525139665,49.12849162011173,-2.1620111731843576,-24.106145251396647,6.994413407821229,-29.0,-23.746666666666666,11131.652173913044,279.96894409937886,11424.459627329192,217543.65625,331.36842105263156,306.83892617449663,291.27950310559004,4325.124223602485,227625.09316770185,227616.91304347827,4616.403726708075,227616.91304347827,4.0,24.5527950310559,0.0,0.0,0.0,0.0,0.0,OK,OK,40.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,539.0,1139.0,26.0,39.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,0.0,56.40999999999989,3943079.0,69899.0,3944.0,4.399999999999985,15.599999999999945,40.800000000000104,40933.0,401.39999999999964,1,0.6532286481962747,-3.740000000000007,37.0
37,Oregon,41.0,52.18400776,116.53170731707317,[nan 'US-OR'],-18.34078212290503,-0.8994413407821229,63.25139664804469,-23.106145251396647,-30.324022346368714,8.843575418994414,-43.08108108108108,-35.36,6173.678571428572,143.25595238095238,6448.280487804878,149034.40853658537,188.32846715328466,161.79333333333332,137.8658536585366,2746.737804878049,155500.76219512196,155482.68902439025,2884.6036585365855,155482.68902439025,2.347560975609756,11.359756097560975,0.0,0.0,0.0,0.0,0.0,OR,OR,41.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,648.0,1248.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,1.0,1.0,42.60000000000016,4190713.0,98379.0,15876.0,5.0,12.599999999999952,39.80000000000013,36187.0,522.3000000000019,0,0.3909403518449694,-1.580000000000001,41.0
38,Pennsylvania,42.0,94.75216686,3223.287804878049,[nan 'US-PA'],-20.87150837988827,-5.290502793296089,60.312849162011176,-31.893854748603353,-31.212290502793294,10.541899441340782,-48.45945945945946,-39.21333333333333,63068.51552795031,4136.739130434783,60553.549382716046,459625.4777070064,1359.8076923076924,4410.133333333333,758.9382716049382,8053.944444444444,505996.7469135802,505993.05555555556,8812.882716049382,505993.05555555556,45.95679012345679,0.0,0.0,0.0,0.0,0.0,0.0,PA,PA,42.0,1,1,1,1.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,572.0,1172.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,1.0,1.0,1,1.0,1,1,0.0,1.0,278.08999999999855,12807060.0,46054.0,13199.0,4.899999999999984,12.199999999999992,39.80000000000013,134702.0,206.1999999999997,0,0.485778858037462,3.1799999999999935,46.0
39,Rhode Island,44.0,133.7751132,429.74146341463415,[nan 'US-RI'],-15.145251396648044,-5.737430167597766,134.57627118644066,-37.12849162011173,-30.51396648044693,10.59217877094972,-43.78378378378378,-35.333333333333336,10782.9578313253,530.9518072289156,10988.461077844311,86679.23353293413,155.07692307692307,642.1942446043165,121.75449101796407,1254.6586826347304,97684.20359281437,97667.69461077845,1376.4131736526947,97667.69461077845,6.11377245508982,14.071856287425149,0.0,0.0,0.0,0.0,0.0,RI,RI,44.0,1,1,1,0.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,566.0,1166.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,1.0,1.0,684.3500000000025,1057315.0,1545.0,1055.0,5.5,12.900000000000048,38.300000000000125,10083.0,409.5,0,0.38898057499396577,2.839999999999994,52.0
40,South Carolina,45.0,0.000800949,459.1463414634146,[nan 'US-SC'],-11.139664804469273,1.994413407821229,26.675977653631286,-5.793296089385475,-24.731843575418996,7.76536312849162,-33.527027027027025,-26.56,26548.85714285714,584.8509316770186,26681.94512195122,221362.2743902439,1038.6279069767443,632.7697368421053,639.2743902439024,4554.5,248044.21951219512,248044.21951219512,5193.774390243902,248044.21951219512,13.439024390243903,41.78048780487805,0.0,0.0,0.0,0.0,0.0,SC,SC,45.0,1,1,1,1.0,1.0,1,1,1,1,1,1,1.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,326.0,926.0,20.0,33.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,0.0,158.77999999999955,5084127.0,32020.0,4172.0,5.29999999999998,15.300000000000043,41.39999999999984,50640.0,174.0999999999993,1,0.5493933268569547,-4.0800000000000125,37.0
41,South Dakota,46.0,702.8456004,44.41463414634146,[nan 'US-SD'],-4.558659217877095,16.776536312849164,179.2134831460674,10.128491620111731,-20.737430167597765,6.832402234636872,-14.14864864864865,-19.24,4431.929936305733,57.99363057324841,4384.503105590062,44169.1552795031,70.73275862068965,61.653333333333336,62.26086956521739,720.4037267080745,48569.65838509317,48553.65838509317,782.664596273292,48553.65838509317,0.9316770186335404,5.608695652173913,0.0,0.0,0.0,0.0,0.0,SD,SD,46.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,414.0,1014.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,0.0,11.440000000000042,882235.0,77116.0,995.0,3.0,13.099999999999952,35.30000000000012,7971.0,179.0,1,0.615307503789591,-3.1900000000000106,32.0
42,Tennessee,47.0,129.9558375,330.9268292682927,[nan 'US-TN'],-10.502793296089385,2.7486033519553073,52.79329608938548,-13.70949720670391,-25.24581005586592,7.435754189944134,-36.62162162162162,-27.16,33318.944444444445,414.77777777777777,34514.294478527605,536276.6369426751,805.8102189781022,476.82068965517243,800.3496932515337,10316.472392638037,551050.6871165644,551050.6871165644,11116.822085889571,551050.6871165644,8.134969325153374,35.122699386503065,0.0,0.0,0.0,0.0,0.0,TN,TN,47.0,1,1,1,1.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,275.0,875.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,0.0,160.6399999999996,6770010.0,42144.0,7467.0,5.5,15.300000000000043,41.60000000000016,71078.0,153.0,1,0.6072203369421479,-3.629999999999996,39.0
43,Texas,48.0,107.3270818,1829.9365853658537,[nan 'US-TX'],-18.307262569832403,-4.4916201117318435,-0.18994413407821228,-26.22905027932961,-29.865921787709496,11.039106145251397,-37.58108108108108,-30.266666666666666,114015.33695652174,1917.9891304347825,126214.50609756098,1233624.927152318,4370.350364963504,2290.860927152318,3174.3414634146343,22935.658536585364,1262052.0914634147,1262052.0914634147,26110.0,1262052.0914634147,58.548780487804876,0.0,0.0,0.0,0.0,0.0,0.0,TX,TX,48.0,1,1,1,1.0,0.0,1,1,1,1,1,1,1.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,521.0,1121.0,26.0,39.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,0.0,106.8600000000003,28701845.0,268596.0,25848.0,4.899999999999984,14.900000000000055,34.80000000000012,202211.0,111.79999999999957,1,0.5223468557933553,0.35000000000000026,43.0
44,Utah,49.0,135.3614115,92.99024390243902,[nan 'US-UT'],-13.87709497206704,5.664804469273743,94.79888268156425,-24.06145251396648,-30.150837988826815,8.670391061452515,-25.56756756756757,-20.92,13595.438596491229,112.046783625731,14674.031055900621,220141.35256410256,210.88,127.05882352941177,285.55900621118013,3377.894409937888,227978.69565217392,227978.69565217392,3663.4534161490683,227978.69565217392,2.2360248447204967,17.043478260869566,0.0,0.0,0.0,0.0,0.0,UT,UT,49.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,580.0,1180.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,1.0,1.0,1,0.0,1,1,0.0,1.0,37.229999999999805,3161105.0,84897.0,2798.0,3.2000000000000037,9.0,30.0,18354.0,335.5,1,0.45540816588100574,-5.6400000000000015,33.0
45,Vermont,50.0,36.29269901,33.546341463414635,[nan 'US-VT'],-19.508379888268156,-6.245810055865922,86.81460674157303,-31.027932960893853,-32.04469273743017,10.05586592178771,-55.7027027027027,-44.64,908.96875,42.825,913.4074074074074,39260.61111111111,20.744525547445257,46.858108108108105,9.265432098765432,653.8024691358024,40174.01851851852,40174.01851851852,663.0679012345679,40174.01851851852,0.35802469135802467,0.0,0.0,0.0,0.0,0.0,0.0,VT,VT,50.0,1,1,1,0.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,513.0,1113.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,1.0,1.0,65.12999999999975,626299.0,9616.0,1089.0,3.799999999999989,11.0,39.10000000000015,6027.0,452.3000000000017,1,0.2975938240130826,-0.030000000000000034,43.0
46,Virginia,51.0,80.87941309,860.6975609756098,[nan 'US-VA'],-19.223463687150836,-2.9720670391061454,47.59217877094972,-30.29050279329609,-31.256983240223462,11.089385474860336,-39.986486486486484,-31.546666666666667,39946.1125,1101.7875,39894.10429447853,364416.79141104297,1215.6666666666667,1168.4705882352941,643.1779141104295,7456.539877300614,404646.2760736196,404310.89570552146,8099.7177914110425,404310.89570552146,14.539877300613497,90.65030674846626,0.0,0.0,0.0,0.0,0.0,VA,VA,51.0,1,1,1,0.0,1.0,1,1,1,1,1,1,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,378.0,978.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,1.0,199.12999999999974,8517685.0,42775.0,5783.0,4.200000000000014,10.700000000000017,35.89999999999988,69359.0,171.90000000000063,0,0.4442764701392422,-1.6600000000000041,41.0
47,Washington,53.0,61.56141483,744.2341463414634,[nan 'US-WA'],-21.463687150837988,-3.3854748603351954,63.273743016759774,-33.96648044692738,-34.787709497206706,10.865921787709498,-42.527027027027025,-34.72,19821.266990291264,756.1116504854369,20155.368932038837,292882.6650485437,365.45112781954884,900.3918128654971,317.16990291262135,4612.169902912621,313038.645631068,313038.03398058255,4929.339805825242,313038.03398058255,8.427184466019417,30.009708737864077,0.0,0.0,0.0,0.0,0.0,WA,WA,53.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,1.0,0.0,0.0,790.0,1390.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,1.0,0.0,1,0.0,1,1,1.0,1.0,105.6899999999998,7535591.0,71298.0,21577.0,4.299999999999986,10.299999999999978,35.10000000000012,56877.0,373.30000000000143,0,0.36832680186637423,-2.6000000000000103,40.0
48,West Virginia,54.0,93.35814588,47.97073170731707,[nan 'US-WV'],-9.776536312849162,2.005586592178771,47.46368715083799,-0.33519553072625696,-24.256983240223462,6.810055865921788,-42.63513513513514,-38.626666666666665,2557.4666666666667,65.97333333333333,2407.462962962963,110457.82716049382,62.91338582677165,65.3202614379085,51.074074074074076,2076.6975308641977,112866.20370370371,112865.29012345678,2127.7716049382716,112865.29012345678,0.9691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,WV,WV,54.0,1,1,1,1.0,1.0,1,1,1,1,1,1,0.0,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,424.0,1024.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,0.0,0.0,1,1.0,1,1,0.0,1.0,74.53000000000027,1805832.0,24230.0,1397.0,5.799999999999978,17.80000000000006,49.29999999999996,23478.0,127.79999999999954,0,0.6863057481161952,-2.329999999999995,39.0
49,Wisconsin,55.0,116.8342293,387.1658536585366,[nan 'US-WI'],-16.134078212290504,1.312849162011173,133.35754189944134,-12.217877094972067,-25.324022346368714,9.072625698324023,-36.04054054054054,-30.253333333333334,18055.523560209425,418.9214659685864,21992.134146341465,325810.9451219512,390.8492063492063,544.8986486486486,418.780487804878,6369.475609756098,347939.6158536585,347803.0792682927,6788.256097560976,347803.0792682927,6.2926829268292686,31.920731707317074,0.0,0.0,0.0,0.0,0.0,WI,WI,55.0,1,1,1,0.0,0.0,1,1,1,1,1,1,1.0,0.0,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,370.0,970.0,26.0,39.0,1,1,1,1.0,1,1,0.0,1,1,1.0,0.0,1,0.0,1,1,0.0,0.0,88.76,5813568.0,65496.0,4538.0,3.2000000000000037,11.0,36.5,53684.0,200.19999999999982,0,0.472181845673102,-9.349999999999966,31.0
50,Wyoming,56.0,113.2892203,9.770731707317074,[nan 'US-WY'],-3.798882681564246,13.932960893854748,120.29824561403508,14.71508379888268,-20.731843575418996,5.391061452513966,-36.7027027027027,-24.84,1094.9358974358975,12.85897435897436,1064.1987577639752,23481.486842105263,11.75,14.411347517730496,19.770186335403725,352.85093167701865,23233.05590062112,23233.05590062112,372.62111801242236,23233.05590062112,0.18633540372670807,1.186335403726708,0.0,0.0,0.0,0.0,0.0,WY,WY,56.0,1,1,1,0.0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,508.0,1108.0,26.0,39.0,1,1,1,0.0,1,1,0.0,1,1,0.0,0.0,1,0.0,1,1,0.0,0.0,5.910000000000005,577737.0,97813.0,548.0,3.899999999999986,11.099999999999957,36.39999999999987,5070.0,343.19999999999874,1,0.6739841105460861,-1.560000000000002,38.0
